tab	pmag_specimens
er_specimen_name	measurement_step_min	measurement_step_max	specimen_lab_field_dc_uT	specimen_int_corr_anisotropy	specimen_int_corr_nlt	specimen_int_corr_cooling_rate	specimen_int_uT	specimen_int_n	specimen_frac	specimen_int_ptrm_n	specimen_b_beta	specimen_int_mad	specimen_int_dang	specimen_scat
AX16-9a	0	562	30	1.00	-1.00	-	74.9	1.700e+01	7.679e-01	7.000e+00	6.493e-02	4.509e+00	4.505e+00	t
AX16-9a	0	580	30	1.00	-1.00	-	62.3	2.100e+01	9.870e-01	9.000e+00	5.290e-02	3.856e+00	2.585e+00	t
AX16-9a	0	585	30	1.00	-1.00	-	60.4	2.200e+01	9.908e-01	1.000e+01	5.069e-02	3.720e+00	2.287e+00	t
AX16-9a	100	559	30	1.00	-1.00	-	80.2	1.500e+01	7.548e-01	7.000e+00	7.739e-02	4.878e+00	4.974e+00	t
AX16-9a	100	562	30	1.00	-1.00	-	76.6	1.600e+01	7.628e-01	7.000e+00	7.141e-02	4.609e+00	4.593e+00	t
AX16-9a	100	570	30	1.00	-1.00	-	67.4	1.800e+01	9.063e-01	8.000e+00	6.649e-02	4.254e+00	3.521e+00	t
AX16-9a	100	575	30	1.00	-1.00	-	63.6	1.900e+01	9.439e-01	9.000e+00	6.357e-02	4.073e+00	3.015e+00	t
AX16-9a	100	580	30	1.00	-1.00	-	62.2	2.000e+01	9.819e-01	9.000e+00	5.767e-02	3.902e+00	2.595e+00	t
AX16-9a	100	585	30	1.00	-1.00	-	60.2	2.100e+01	9.856e-01	1.000e+01	5.499e-02	3.760e+00	2.287e+00	t
AX16-9a	200	562	30	1.00	-1.00	-	74.6	1.500e+01	7.351e-01	7.000e+00	7.819e-02	4.756e+00	4.816e+00	t
AX16-9a	200	565	30	1.00	-1.00	-	68.7	1.600e+01	7.728e-01	8.000e+00	7.829e-02	4.574e+00	4.316e+00	t
AX16-9a	200	570	30	1.00	-1.00	-	65.4	1.700e+01	8.786e-01	8.000e+00	7.031e-02	4.363e+00	3.649e+00	t
AX16-9a	300	559	30	1.00	-1.00	-	72.2	1.300e+01	6.974e-01	7.000e+00	7.954e-02	4.220e+00	4.791e+00	t
AX16-9a	300	562	30	1.00	-1.00	-	69.3	1.400e+01	7.053e-01	7.000e+00	7.123e-02	3.956e+00	4.395e+00	t
AX16-9a	300	565	30	1.00	-1.00	-	64.0	1.500e+01	7.430e-01	8.000e+00	7.215e-02	3.797e+00	3.943e+00	t
AX16-9a	300	570	30	1.00	-1.00	-	61.4	1.600e+01	8.488e-01	8.000e+00	6.365e-02	3.613e+00	3.333e+00	t
AX16-9a	300	575	30	1.00	-1.00	-	58.2	1.700e+01	8.865e-01	9.000e+00	5.974e-02	3.474e+00	2.783e+00	t
AX16-9a	300	580	30	1.00	-1.00	-	57.3	1.800e+01	9.244e-01	9.000e+00	5.310e-02	3.319e+00	2.366e+00	t
AX16-9a	300	585	30	1.00	-1.00	-	55.6	1.900e+01	9.282e-01	1.000e+01	5.026e-02	3.200e+00	2.051e+00	t
AX16-9a	400	565	30	1.00	-1.00	-	58.9	1.400e+01	6.247e-01	8.000e+00	6.956e-02	3.503e+00	3.784e+00	t
AX16-9a	400	570	30	1.00	-1.00	-	57.1	1.500e+01	7.306e-01	8.000e+00	5.890e-02	3.274e+00	3.156e+00	t
AX16-9a	400	575	30	1.00	-1.00	-	54.4	1.600e+01	7.682e-01	9.000e+00	5.401e-02	3.146e+00	2.556e+00	t
AX16-9a	400	580	30	1.00	-1.00	-	54.0	1.700e+01	8.061e-01	9.000e+00	4.714e-02	2.983e+00	2.142e+00	t
AX16-9a	400	585	30	1.00	-1.00	-	52.6	1.800e+01	8.099e-01	1.000e+01	4.429e-02	2.867e+00	1.825e+00	t
AX16-9a	450	570	30	1.00	-1.00	-	54.9	1.400e+01	6.598e-01	8.000e+00	6.354e-02	3.596e+00	3.118e+00	t
AX16-9a	450	575	30	1.00	-1.00	-	52.5	1.500e+01	6.974e-01	9.000e+00	5.646e-02	3.386e+00	2.458e+00	t
AX16-9a	450	580	30	1.00	-1.00	-	52.3	1.600e+01	7.354e-01	9.000e+00	4.863e-02	3.157e+00	2.032e+00	t
AX16-9a	450	585	30	1.00	-1.00	-	51.0	1.700e+01	7.391e-01	1.000e+01	4.506e-02	3.004e+00	1.708e+00	t
AX16-9a	475	575	30	1.00	-1.00	-	49.8	1.400e+01	6.210e-01	9.000e+00	5.090e-02	3.406e+00	2.065e+00	t
AX16-9a	475	580	30	1.00	-1.00	-	50.0	1.500e+01	6.590e-01	9.000e+00	4.347e-02	3.111e+00	1.692e+00	t
AX16-9a	475	585	30	1.00	-1.00	-	48.9	1.600e+01	6.627e-01	1.000e+01	4.007e-02	2.924e+00	1.401e+00	t
AX16-9a	500	580	30	1.00	-1.00	-	49.1	1.400e+01	6.103e-01	9.000e+00	4.682e-02	3.200e+00	1.507e+00	t
AX16-9a	500	585	30	1.00	-1.00	-	48.0	1.500e+01	6.140e-01	1.000e+01	4.266e-02	2.983e+00	1.233e+00	t
AX5-3a	0	575	30	1.00	-1.00	-	41.6	2.000e+01	9.657e-01	9.000e+00	6.565e-02	9.359e+00	2.962e+00	t
AX5-3a	0	580	30	1.00	-1.00	-	43.0	2.100e+01	9.757e-01	9.000e+00	6.323e-02	8.685e+00	2.508e+00	t
AX5-3a	0	585	30	1.00	-1.00	-	44.1	2.200e+01	9.774e-01	1.000e+01	6.058e-02	8.182e+00	2.190e+00	t
AX5-3a	100	575	30	1.00	-1.00	-	42.3	1.900e+01	9.509e-01	9.000e+00	7.077e-02	9.826e+00	3.160e+00	t
AX5-3a	100	580	30	1.00	-1.00	-	43.8	2.000e+01	9.609e-01	9.000e+00	6.779e-02	9.104e+00	2.663e+00	t
AX5-3a	100	585	30	1.00	-1.00	-	44.8	2.100e+01	9.626e-01	1.000e+01	6.467e-02	8.571e+00	2.319e+00	t
AX5-3a	200	575	30	1.00	-1.00	-	43.1	1.800e+01	8.870e-01	9.000e+00	7.715e-02	1.042e+01	3.189e+00	t
AX5-3a	200	580	30	1.00	-1.00	-	44.7	1.900e+01	8.970e-01	9.000e+00	7.335e-02	9.623e+00	2.670e+00	t
AX5-3a	200	585	30	1.00	-1.00	-	45.9	2.000e+01	8.987e-01	1.000e+01	6.962e-02	9.042e+00	2.314e+00	t
AX5-3a	300	566	30	1.00	-1.00	-	38.6	1.500e+01	6.749e-01	8.000e+00	9.394e-02	1.313e+01	4.590e+00	t
AX5-3a	300	575	30	1.00	-1.00	-	44.4	1.700e+01	8.166e-01	9.000e+00	8.484e-02	1.015e+01	2.069e+00	t
AX5-3a	300	580	30	1.00	-1.00	-	46.1	1.800e+01	8.266e-01	9.000e+00	7.990e-02	9.306e+00	1.712e+00	t
AX5-3a	300	585	30	1.00	-1.00	-	47.3	1.900e+01	8.283e-01	1.000e+01	7.533e-02	8.702e+00	1.467e+00	t
AX5-3a	400	575	30	1.00	-1.00	-	45.7	1.600e+01	7.012e-01	9.000e+00	9.298e-02	5.617e+00	7.969e-01	t
AX5-3a	400	580	30	1.00	-1.00	-	47.5	1.700e+01	7.112e-01	9.000e+00	8.679e-02	5.123e+00	6.228e-01	t
AX5-3a	400	585	30	1.00	-1.00	-	48.8	1.800e+01	7.128e-01	1.000e+01	8.131e-02	4.773e+00	5.484e-01	t
AX5-3a	425	570	30	1.00	-1.00	-	47.1	1.400e+01	6.615e-01	8.000e+00	1.002e-01	5.398e+00	1.252e+00	t
AX5-3a	425	575	30	1.00	-1.00	-	49.4	1.500e+01	6.767e-01	9.000e+00	9.084e-02	4.765e+00	1.105e+00	t
AX5-3a	425	580	30	1.00	-1.00	-	51.2	1.600e+01	6.867e-01	9.000e+00	8.408e-02	4.354e+00	8.937e-01	t
AX5-3a	425	585	30	1.00	-1.00	-	52.4	1.700e+01	6.884e-01	1.000e+01	7.828e-02	4.060e+00	8.038e-01	t
AX5-3a	450	570	30	1.00	-1.00	-	51.8	1.300e+01	6.311e-01	8.000e+00	9.727e-02	4.793e+00	1.632e+00	t
AX5-3a	450	575	30	1.00	-1.00	-	54.0	1.400e+01	6.463e-01	9.000e+00	8.646e-02	4.212e+00	1.508e+00	t
AX5-3a	450	580	30	1.00	-1.00	-	55.7	1.500e+01	6.563e-01	9.000e+00	7.913e-02	3.865e+00	1.241e+00	t
AX5-3a	450	585	30	1.00	-1.00	-	56.8	1.600e+01	6.580e-01	1.000e+01	7.309e-02	3.613e+00	1.115e+00	t
AX5-3a	475	575	30	1.00	-1.00	-	59.6	1.300e+01	6.049e-01	9.000e+00	7.633e-02	3.739e+00	2.121e+00	t
AX5-3a	475	580	30	1.00	-1.00	-	61.1	1.400e+01	6.149e-01	9.000e+00	6.898e-02	3.481e+00	1.749e+00	t
AX5-3a	475	585	30	1.00	-1.00	-	62.1	1.500e+01	6.165e-01	1.000e+01	6.315e-02	3.278e+00	1.562e+00	t
AX6-1a	0	570	30	1.00	-1.00	-	54.0	1.900e+01	9.512e-01	8.000e+00	2.933e-02	5.299e+00	1.298e+00	t
AX6-1a	0	575	30	1.00	-1.00	-	53.3	2.000e+01	9.674e-01	9.000e+00	2.711e-02	4.908e+00	1.067e+00	t
AX6-1a	0	580	30	1.00	-1.00	-	52.7	2.100e+01	9.779e-01	9.000e+00	2.531e-02	4.601e+00	9.309e-01	t
AX6-1a	0	585	30	1.00	-1.00	-	51.9	2.200e+01	9.812e-01	1.000e+01	2.503e-02	4.359e+00	8.967e-01	t
AX6-1a	100	570	30	1.00	-1.00	-	53.7	1.800e+01	9.129e-01	8.000e+00	3.117e-02	5.400e+00	1.401e+00	t
AX6-1a	100	575	30	1.00	-1.00	-	53.0	1.900e+01	9.291e-01	9.000e+00	2.866e-02	5.000e+00	1.141e+00	t
AX6-1a	100	580	30	1.00	-1.00	-	52.4	2.000e+01	9.396e-01	9.000e+00	2.665e-02	4.687e+00	9.896e-01	t
AX6-1a	100	585	30	1.00	-1.00	-	51.6	2.100e+01	9.430e-01	1.000e+01	2.628e-02	4.441e+00	9.447e-01	t
AX6-1a	200	564	30	1.00	-1.00	-	55.1	1.500e+01	8.129e-01	7.000e+00	3.852e-02	7.041e+00	1.523e+00	t
AX6-1a	200	566	30	1.00	-1.00	-	53.3	1.600e+01	8.192e-01	8.000e+00	3.640e-02	6.294e+00	1.454e+00	t
AX6-1a	200	570	30	1.00	-1.00	-	52.9	1.700e+01	8.839e-01	8.000e+00	3.156e-02	5.634e+00	1.503e+00	t
AX6-1a	200	575	30	1.00	-1.00	-	52.2	1.800e+01	9.002e-01	9.000e+00	2.883e-02	5.207e+00	1.225e+00	t
AX6-1a	200	580	30	1.00	-1.00	-	51.7	1.900e+01	9.106e-01	9.000e+00	2.669e-02	4.876e+00	1.064e+00	t
AX6-1a	200	585	30	1.00	-1.00	-	50.9	2.000e+01	9.140e-01	1.000e+01	2.632e-02	4.618e+00	1.022e+00	t
AX6-1a	300	570	30	1.00	-1.00	-	52.0	1.600e+01	8.651e-01	8.000e+00	3.108e-02	5.874e+00	1.535e+00	t
AX6-1a	300	575	30	1.00	-1.00	-	51.4	1.700e+01	8.813e-01	9.000e+00	2.821e-02	5.416e+00	1.252e+00	t
AX6-1a	300	580	30	1.00	-1.00	-	50.9	1.800e+01	8.918e-01	9.000e+00	2.600e-02	5.065e+00	1.089e+00	t
AX6-1a	300	585	30	1.00	-1.00	-	50.1	1.900e+01	8.951e-01	1.000e+01	2.573e-02	4.793e+00	1.055e+00	t
AX6-1a	400	562	30	1.00	-1.00	-	52.6	1.200e+01	6.052e-01	7.000e+00	5.268e-02	8.863e+00	2.065e+00	t
AX6-1a	400	564	30	1.00	-1.00	-	53.2	1.300e+01	7.008e-01	7.000e+00	4.209e-02	7.361e+00	1.772e+00	t
AX6-1a	400	566	30	1.00	-1.00	-	51.5	1.400e+01	7.071e-01	8.000e+00	3.880e-02	6.517e+00	1.690e+00	t
AX6-1a	400	570	30	1.00	-1.00	-	51.3	1.500e+01	7.719e-01	8.000e+00	3.303e-02	5.788e+00	1.692e+00	t
AX6-1a	400	575	30	1.00	-1.00	-	50.7	1.600e+01	7.881e-01	9.000e+00	2.969e-02	5.326e+00	1.402e+00	t
AX6-1a	400	580	30	1.00	-1.00	-	50.3	1.700e+01	7.986e-01	9.000e+00	2.717e-02	4.975e+00	1.226e+00	t
AX6-1a	400	585	30	1.00	-1.00	-	49.5	1.800e+01	8.019e-01	1.000e+01	2.680e-02	4.704e+00	1.189e+00	t
AX6-1a	425	564	30	1.00	-1.00	-	52.9	1.200e+01	6.040e-01	7.000e+00	4.705e-02	7.058e+00	1.182e+00	t
AX6-1a	425	566	30	1.00	-1.00	-	51.1	1.300e+01	6.103e-01	8.000e+00	4.280e-02	6.222e+00	1.234e+00	t
AX6-1a	425	570	30	1.00	-1.00	-	51.0	1.400e+01	6.751e-01	8.000e+00	3.618e-02	5.498e+00	1.397e+00	t
AX6-1a	425	575	30	1.00	-1.00	-	50.4	1.500e+01	6.913e-01	9.000e+00	3.228e-02	5.048e+00	1.119e+00	t
AX6-1a	425	580	30	1.00	-1.00	-	49.9	1.600e+01	7.018e-01	9.000e+00	2.939e-02	4.708e+00	9.672e-01	t
AX6-1a	425	585	30	1.00	-1.00	-	49.1	1.700e+01	7.052e-01	1.000e+01	2.885e-02	4.449e+00	9.592e-01	t
AX6-1a	450	570	30	1.00	-1.00	-	49.3	1.300e+01	6.027e-01	8.000e+00	2.610e-02	3.176e+00	2.167e+00	t
AX6-1a	450	575	30	1.00	-1.00	-	48.8	1.400e+01	6.190e-01	9.000e+00	2.331e-02	3.000e+00	1.810e+00	t
AX6-1a	450	580	30	1.00	-1.00	-	48.5	1.500e+01	6.294e-01	9.000e+00	2.128e-02	2.845e+00	1.585e+00	t
AX6-1a	450	585	30	1.00	-1.00	-	47.7	1.600e+01	6.328e-01	1.000e+01	2.209e-02	2.702e+00	1.524e+00	t
AX6-1a	475	585	30	1.00	-1.00	-	47.4	1.500e+01	6.004e-01	1.000e+01	2.402e-02	2.916e+00	1.669e+00	t
AX6-2a	400	570	30	1.00	-1.00	-	17.6	1.500e+01	6.501e-01	8.000e+00	5.375e-02	3.984e+00	4.038e+00	t
AX6-2a	400	575	30	1.00	-1.00	-	17.8	1.600e+01	6.813e-01	9.000e+00	4.852e-02	3.770e+00	3.710e+00	t
AX6-2a	400	580	30	1.00	-1.00	-	18.1	1.700e+01	6.937e-01	9.000e+00	4.513e-02	3.571e+00	3.573e+00	t
AX6-2a	400	585	30	1.00	-1.00	-	18.2	1.800e+01	6.979e-01	1.000e+01	4.231e-02	3.436e+00	3.426e+00	t
AX6-2a	425	570	30	1.00	-1.00	-	16.9	1.400e+01	6.265e-01	8.000e+00	5.253e-02	4.233e+00	4.046e+00	t
AX6-2a	425	575	30	1.00	-1.00	-	17.2	1.500e+01	6.577e-01	9.000e+00	4.789e-02	3.980e+00	3.709e+00	t
AX6-2a	425	580	30	1.00	-1.00	-	17.5	1.600e+01	6.700e-01	9.000e+00	4.512e-02	3.757e+00	3.578e+00	t
AX6-2a	425	585	30	1.00	-1.00	-	17.8	1.700e+01	6.743e-01	1.000e+01	4.265e-02	3.604e+00	3.434e+00	t
AX6-2a	450	575	30	1.00	-1.00	-	16.5	1.400e+01	6.033e-01	9.000e+00	4.416e-02	3.815e+00	3.760e+00	t
AX6-2a	450	580	30	1.00	-1.00	-	16.9	1.500e+01	6.157e-01	9.000e+00	4.305e-02	3.614e+00	3.604e+00	t
AX6-2a	450	585	30	1.00	-1.00	-	17.2	1.600e+01	6.200e-01	1.000e+01	4.151e-02	3.471e+00	3.452e+00	t
AX6-3a	400	585	30	1.00	-1.00	-	25.4	1.800e+01	7.599e-01	1.000e+01	4.470e-02	4.276e+00	2.875e+00	t
AX6-3a	425	570	30	1.00	-1.00	-	23.5	1.400e+01	6.554e-01	8.000e+00	4.517e-02	5.055e+00	3.469e+00	t
AX6-3a	425	575	30	1.00	-1.00	-	23.8	1.500e+01	6.828e-01	9.000e+00	4.073e-02	4.730e+00	3.138e+00	t
AX6-3a	425	580	30	1.00	-1.00	-	24.0	1.600e+01	6.929e-01	9.000e+00	3.745e-02	4.476e+00	2.905e+00	t
AX6-3a	425	585	30	1.00	-1.00	-	24.3	1.700e+01	7.038e-01	1.000e+01	3.552e-02	4.274e+00	2.729e+00	t
AX6-3a	450	575	30	1.00	-1.00	-	22.8	1.400e+01	6.243e-01	9.000e+00	3.682e-02	4.706e+00	3.404e+00	t
AX6-3a	450	580	30	1.00	-1.00	-	23.1	1.500e+01	6.344e-01	9.000e+00	3.461e-02	4.456e+00	3.125e+00	t
AX6-3a	450	585	30	1.00	-1.00	-	23.5	1.600e+01	6.453e-01	1.000e+01	3.381e-02	4.251e+00	2.932e+00	t
AX6-3a	475	580	30	1.00	-1.00	-	22.5	1.400e+01	6.038e-01	9.000e+00	3.580e-02	4.781e+00	3.394e+00	t
AX6-3a	475	585	30	1.00	-1.00	-	23.0	1.500e+01	6.148e-01	1.000e+01	3.582e-02	4.553e+00	3.172e+00	t
AX8-1a	400	564	30	1.00	-1.00	-	70.9	1.300e+01	6.105e-01	7.000e+00	8.200e-02	6.181e+00	4.239e+00	t
AX8-1a	400	566	30	1.00	-1.00	-	66.5	1.400e+01	6.351e-01	8.000e+00	6.887e-02	5.402e+00	3.380e+00	t
AX8-1a	400	570	30	1.00	-1.00	-	68.4	1.500e+01	7.585e-01	8.000e+00	5.623e-02	4.595e+00	2.606e+00	t
AX8-1a	400	575	30	1.00	-1.00	-	69.1	1.600e+01	7.768e-01	9.000e+00	4.777e-02	4.171e+00	1.983e+00	t
AX8-1a	400	580	30	1.00	-1.00	-	68.9	1.700e+01	7.811e-01	9.000e+00	4.187e-02	3.864e+00	1.634e+00	t
AX8-1a	400	585	30	1.00	-1.00	-	68.7	1.800e+01	7.842e-01	1.000e+01	3.765e-02	3.637e+00	1.404e+00	t
AX8-1a	425	566	30	1.00	-1.00	-	65.4	1.300e+01	6.046e-01	8.000e+00	7.315e-02	5.275e+00	2.955e+00	t
AX8-1a	425	570	30	1.00	-1.00	-	67.6	1.400e+01	7.280e-01	8.000e+00	5.970e-02	4.422e+00	2.304e+00	t
AX8-1a	425	575	30	1.00	-1.00	-	68.3	1.500e+01	7.463e-01	9.000e+00	5.061e-02	3.987e+00	1.737e+00	t
AX8-1a	425	580	30	1.00	-1.00	-	68.3	1.600e+01	7.505e-01	9.000e+00	4.423e-02	3.682e+00	1.425e+00	t
AX8-1a	425	585	30	1.00	-1.00	-	68.1	1.700e+01	7.536e-01	1.000e+01	3.968e-02	3.460e+00	1.219e+00	t
AX8-1a	450	570	30	1.00	-1.00	-	66.2	1.300e+01	6.826e-01	8.000e+00	6.170e-02	4.538e+00	2.365e+00	t
AX8-1a	450	575	30	1.00	-1.00	-	67.2	1.400e+01	7.009e-01	9.000e+00	5.230e-02	4.088e+00	1.761e+00	t
AX8-1a	450	580	30	1.00	-1.00	-	67.2	1.500e+01	7.051e-01	9.000e+00	4.558e-02	3.774e+00	1.432e+00	t
AX8-1a	450	585	30	1.00	-1.00	-	67.1	1.600e+01	7.082e-01	1.000e+01	4.079e-02	3.547e+00	1.219e+00	t
AX8-1a	475	570	30	1.00	-1.00	-	67.2	1.200e+01	6.736e-01	8.000e+00	6.686e-02	4.742e+00	2.371e+00	t
AX8-1a	475	575	30	1.00	-1.00	-	68.1	1.300e+01	6.919e-01	9.000e+00	5.622e-02	4.259e+00	1.755e+00	t
AX8-1a	475	580	30	1.00	-1.00	-	68.1	1.400e+01	6.962e-01	9.000e+00	4.881e-02	3.929e+00	1.425e+00	t
AX8-1a	475	585	30	1.00	-1.00	-	67.9	1.500e+01	6.992e-01	1.000e+01	4.359e-02	3.693e+00	1.211e+00	t
AX8-1a	500	570	30	1.00	-1.00	-	66.8	1.100e+01	6.454e-01	8.000e+00	7.434e-02	4.993e+00	2.374e+00	t
AX8-1a	500	575	30	1.00	-1.00	-	67.8	1.200e+01	6.637e-01	9.000e+00	6.222e-02	4.469e+00	1.741e+00	t
AX8-1a	500	580	30	1.00	-1.00	-	67.8	1.300e+01	6.679e-01	9.000e+00	5.382e-02	4.119e+00	1.406e+00	t
AX8-1a	500	585	30	1.00	-1.00	-	67.6	1.400e+01	6.710e-01	1.000e+01	4.793e-02	3.871e+00	1.191e+00	t
AX8-1a	520	570	30	1.00	-1.00	-	66.8	1.000e+01	6.167e-01	8.000e+00	8.406e-02	4.907e+00	2.081e+00	t
AX8-1a	520	575	30	1.00	-1.00	-	67.9	1.100e+01	6.350e-01	9.000e+00	6.989e-02	4.367e+00	1.509e+00	t
AX8-1a	520	580	30	1.00	-1.00	-	67.9	1.200e+01	6.392e-01	9.000e+00	6.020e-02	4.018e+00	1.214e+00	t
AX8-1a	520	585	30	1.00	-1.00	-	67.7	1.300e+01	6.423e-01	1.000e+01	5.345e-02	3.774e+00	1.024e+00	t
AX8-1a	530	575	30	1.00	-1.00	-	67.3	1.000e+01	6.049e-01	9.000e+00	7.957e-02	4.654e+00	1.553e+00	t
AX8-1a	530	580	30	1.00	-1.00	-	67.4	1.100e+01	6.091e-01	9.000e+00	6.818e-02	4.284e+00	1.233e+00	t
AX8-1a	530	585	30	1.00	-1.00	-	67.2	1.200e+01	6.122e-01	1.000e+01	6.031e-02	4.028e+00	1.028e+00	t
AX8-2a	400	570	30	1.00	-1.00	-	49.4	1.500e+01	6.094e-01	8.000e+00	5.569e-02	3.871e+00	1.793e+00	t
AX8-2a	400	575	30	1.00	-1.00	-	50.4	1.600e+01	6.263e-01	9.000e+00	4.858e-02	3.452e+00	1.546e+00	t
AX8-2a	400	580	30	1.00	-1.00	-	50.5	1.700e+01	6.334e-01	9.000e+00	4.279e-02	3.192e+00	1.289e+00	t
AX8-2a	400	585	30	1.00	-1.00	-	50.5	1.800e+01	6.373e-01	1.000e+01	3.863e-02	3.007e+00	1.130e+00	t
AX8-2a	425	575	30	1.00	-1.00	-	49.4	1.500e+01	6.061e-01	9.000e+00	4.943e-02	3.513e+00	1.448e+00	t
AX8-2a	425	580	30	1.00	-1.00	-	49.6	1.600e+01	6.132e-01	9.000e+00	4.346e-02	3.237e+00	1.203e+00	t
AX8-2a	425	585	30	1.00	-1.00	-	49.7	1.700e+01	6.171e-01	1.000e+01	3.917e-02	3.044e+00	1.051e+00	t
AX8-3a	400	566	30	1.00	-1.00	-	39.5	1.400e+01	6.172e-01	8.000e+00	4.635e-02	5.955e+00	3.057e+00	t
AX8-3a	400	570	30	1.00	-1.00	-	40.7	1.500e+01	7.236e-01	8.000e+00	4.145e-02	5.190e+00	2.814e+00	t
AX8-3a	400	575	30	1.00	-1.00	-	41.2	1.600e+01	7.402e-01	9.000e+00	3.659e-02	4.715e+00	2.481e+00	t
AX8-3a	400	580	30	1.00	-1.00	-	41.3	1.700e+01	7.538e-01	9.000e+00	3.249e-02	4.378e+00	2.224e+00	t
AX8-3a	400	585	30	1.00	-1.00	-	41.2	1.800e+01	7.599e-01	1.000e+01	2.954e-02	4.111e+00	2.221e+00	t
AX8-3a	425	570	30	1.00	-1.00	-	40.7	1.400e+01	7.028e-01	8.000e+00	4.610e-02	5.321e+00	2.574e+00	t
AX8-3a	425	575	30	1.00	-1.00	-	41.2	1.500e+01	7.194e-01	9.000e+00	4.047e-02	4.802e+00	2.285e+00	t
AX8-3a	425	580	30	1.00	-1.00	-	41.3	1.600e+01	7.329e-01	9.000e+00	3.578e-02	4.439e+00	2.060e+00	t
AX8-3a	425	585	30	1.00	-1.00	-	41.1	1.700e+01	7.391e-01	1.000e+01	3.245e-02	4.163e+00	2.092e+00	t
AX8-3a	450	570	30	1.00	-1.00	-	39.5	1.300e+01	6.439e-01	8.000e+00	4.576e-02	4.456e+00	2.150e+00	t
AX8-3a	450	575	30	1.00	-1.00	-	40.2	1.400e+01	6.606e-01	9.000e+00	4.058e-02	4.006e+00	1.907e+00	t
AX8-3a	450	580	30	1.00	-1.00	-	40.4	1.500e+01	6.741e-01	9.000e+00	3.583e-02	3.690e+00	1.734e+00	t
AX8-3a	450	585	30	1.00	-1.00	-	40.3	1.600e+01	6.802e-01	1.000e+01	3.232e-02	3.459e+00	1.809e+00	t
AX8-3a	475	570	30	1.00	-1.00	-	40.2	1.200e+01	6.139e-01	8.000e+00	5.100e-02	4.828e+00	2.329e+00	t
AX8-3a	475	575	30	1.00	-1.00	-	40.9	1.300e+01	6.305e-01	9.000e+00	4.454e-02	4.326e+00	2.042e+00	t
AX8-3a	475	580	30	1.00	-1.00	-	41.1	1.400e+01	6.441e-01	9.000e+00	3.898e-02	3.977e+00	1.850e+00	t
AX8-3a	475	585	30	1.00	-1.00	-	40.9	1.500e+01	6.502e-01	1.000e+01	3.508e-02	3.726e+00	1.932e+00	t
